rain_24h_mm,rain_72h_mm,river_ratio,soil_saturation,humidity_pct,wind_kmh,elevation_m,severity
14.0,48.9,0.454,0.325,46.0,3.0,35.0,0
3.4,42.6,0.582,0.441,56.0,12.6,18.6,0
1.1,41.7,0.471,0.468,60.9,8.2,47.1,0
15.6,48.6,0.408,0.324,44.5,5.1,222.7,0
23.9,39.1,0.538,0.052,55.3,25.1,59.1,0
87.6,126.8,0.973,0.771,72.3,31.1,113.0,3
23.0,60.3,0.689,0.416,54.2,3.8,28.3,1
46.2,59.4,0.565,0.413,65.1,15.0,30.0,1
28.3,35.2,0.534,0.402,65.1,10.5,76.1,0
0.6,69.4,0.45,0.414,55.3,12.4,122.7,0
16.5,38.0,0.479,0.27,50.7,56.3,45.1,0
32.1,59.2,0.606,0.376,67.7,9.8,33.5,0
32.2,69.6,0.729,0.492,55.0,7.3,63.9,1
17.8,32.5,0.457,0.384,52.7,11.3,75.0,0
26.8,69.1,0.62,0.593,60.4,16.1,42.6,1
42.2,70.5,0.791,0.487,56.3,10.0,60.5,1
1.7,32.6,0.362,0.292,50.5,52.4,126.1,0
42.3,122.3,0.849,0.73,55.8,7.4,42.8,2
1.1,37.3,0.306,0.236,50.7,18.5,31.5,0
1.6,27.4,0.387,0.413,53.8,30.4,78.6,0
20.4,30.7,0.389,0.317,39.5,1.7,39.7,0
28.2,68.6,0.615,0.423,55.7,17.1,53.1,1
17.7,84.2,0.699,0.417,40.7,6.4,67.7,1
4.0,30.2,0.351,0.353,49.4,4.5,33.6,0
2.4,68.5,0.513,0.418,55.1,9.8,67.3,0
19.8,60.7,0.396,0.405,52.5,29.9,138.3,0
15.6,49.2,0.393,0.219,60.1,22.5,215.1,0
11.3,56.6,0.474,0.359,56.6,2.6,54.5,0
40.5,47.8,0.758,0.313,41.2,23.7,61.3,2
14.4,36.3,0.605,0.357,63.9,6.2,69.7,0
2.0,24.8,0.52,0.251,54.3,25.8,73.3,0
11.4,38.7,0.355,0.091,49.3,1.7,74.9,0
31.5,153.3,0.986,0.732,53.3,18.2,48.1,2
13.4,48.1,0.434,0.234,37.5,5.5,27.6,0
31.0,36.9,0.686,0.228,58.7,23.0,34.0,0
37.3,54.2,0.57,0.479,63.2,36.2,212.8,0
14.5,45.4,0.423,0.203,48.9,10.6,53.4,0
17.6,53.7,0.587,0.413,47.6,7.8,59.8,1
12.4,12.6,0.23,0.183,55.1,9.4,75.9,0
31.7,80.5,0.691,0.427,66.6,12.1,35.9,0
11.9,62.5,0.568,0.332,62.6,16.8,57.2,0
28.7,38.3,0.579,0.356,63.2,3.7,50.3,0
22.6,87.5,0.812,0.556,71.8,5.0,27.9,2
0.5,26.5,0.403,0.127,59.5,12.1,78.7,0
30.3,42.4,0.515,0.446,66.1,12.3,44.6,0
20.4,29.3,0.175,0.186,56.0,4.6,42.0,0
57.2,105.1,0.965,0.619,58.4,27.8,73.6,2
3.1,21.2,0.336,0.155,61.6,6.3,57.8,0
23.0,62.5,0.571,0.379,47.8,40.4,122.8,0
9.9,18.4,0.596,0.136,57.0,16.3,60.9,0
0.7,23.7,0.315,0.224,47.2,20.3,24.1,0
0.2,45.5,0.459,0.337,54.8,13.3,117.4,0
67.7,145.8,1.084,0.637,65.0,10.3,28.8,3
23.0,107.9,0.895,0.623,57.0,14.1,48.6,2
13.9,90.7,0.668,0.569,54.1,10.2,118.9,1
1.4,194.9,1.233,1.0,56.5,2.9,49.3,3
64.3,104.3,0.808,0.665,67.8,6.1,52.8,2
6.8,15.0,0.436,0.344,41.9,8.6,38.9,0
24.2,41.5,0.553,0.181,55.5,17.8,56.5,0
19.5,102.6,0.762,0.398,51.8,9.2,47.4,1
92.0,107.0,0.832,0.565,68.3,13.0,215.8,2
17.2,41.0,0.386,0.499,51.4,17.8,118.8,0
9.1,73.0,0.5,0.683,63.7,8.6,217.3,0
23.4,40.4,0.392,0.273,55.2,50.7,58.0,0
26.1,112.5,0.683,0.56,64.1,7.4,213.3,0
148.3,279.2,1.7,1.0,68.1,28.7,47.0,3
16.8,56.0,0.598,0.378,52.4,12.8,64.2,0
2.9,151.8,0.977,0.748,47.5,71.4,47.8,3
11.3,117.8,0.668,0.69,57.0,8.2,61.4,1
23.4,88.9,0.73,0.766,46.3,20.1,76.1,1
28.0,72.1,0.661,0.575,42.8,12.1,27.8,1
9.7,50.3,0.566,0.542,48.5,1.5,75.5,0
87.5,116.7,0.959,0.463,70.5,15.9,219.5,2
5.0,57.1,0.51,0.497,46.3,7.8,61.3,0
41.4,43.3,0.485,0.261,60.8,15.9,117.4,0
11.8,122.0,0.907,0.8,48.7,6.4,72.6,2
18.0,168.9,0.884,0.952,40.9,1.5,226.9,1
13.3,75.5,0.646,0.525,60.9,33.2,60.7,0
23.1,126.5,0.692,0.6,60.9,7.7,53.0,1
17.1,52.9,0.541,0.34,54.4,21.5,27.0,0
14.3,42.1,0.569,0.306,54.6,10.8,139.8,0
31.8,53.8,0.61,0.456,55.4,15.3,55.1,0
2.4,20.3,0.376,0.294,44.1,12.9,216.5,0
24.2,66.5,0.706,0.564,66.3,9.3,57.8,1
52.7,138.5,1.089,0.858,59.6,14.2,57.5,3
14.9,17.2,0.311,0.17,57.3,20.6,148.7,0
38.9,49.6,0.666,0.414,54.2,13.9,42.7,1
124.8,141.3,1.304,0.765,75.5,29.0,45.7,3
0.8,5.5,0.265,0.193,61.3,7.6,155.3,0
13.0,69.7,0.495,0.533,55.4,11.3,59.3,0
48.9,99.2,0.65,0.606,62.7,6.3,212.7,1
13.6,82.5,0.704,0.446,61.2,15.3,70.7,1
13.3,14.4,0.181,0.223,59.8,10.7,146.0,0
47.5,109.6,0.77,0.57,67.9,15.0,56.5,2
49.3,134.7,0.93,0.633,62.5,33.7,34.8,3
0.2,57.8,0.497,0.395,54.6,10.2,153.4,0
6.7,39.9,0.641,0.217,55.0,29.1,57.6,1
7.7,36.5,0.53,0.363,60.1,5.7,55.9,0
4.2,50.4,0.379,0.5,49.2,6.1,125.0,0
54.9,96.3,1.148,0.555,65.0,8.3,48.3,3
18.0,35.1,0.476,0.4,73.3,4.3,57.6,0
43.0,44.2,0.389,0.364,61.7,14.2,84.2,0
24.7,44.6,0.43,0.26,46.4,17.6,66.0,0
61.4,199.2,1.109,1.0,59.5,44.0,115.2,3
0.6,2.4,0.203,0.0,57.1,9.9,38.2,0
35.7,76.5,0.627,0.475,52.3,32.1,223.2,0
73.3,186.6,0.949,0.828,55.9,7.8,79.4,3
19.7,90.1,0.795,0.669,44.1,7.1,66.1,1
14.6,94.1,0.737,0.561,52.7,10.2,151.9,0
42.4,114.8,0.809,0.851,71.7,6.4,59.3,2
12.9,17.7,0.486,0.251,49.8,13.8,45.6,0
19.3,117.1,0.73,0.562,62.1,4.1,49.9,1
1.3,110.3,0.594,0.45,50.0,11.3,219.9,0
38.0,45.4,0.504,0.454,55.0,12.6,221.7,0
14.4,36.2,0.473,0.244,58.4,15.3,32.3,0
37.2,73.6,0.575,0.425,45.7,30.4,122.2,0
7.3,29.4,0.419,0.404,66.5,6.6,68.9,0
42.6,58.1,0.735,0.498,63.1,38.3,53.2,2
14.3,30.2,0.516,0.241,62.7,23.6,142.1,0
27.6,89.6,0.758,0.484,54.4,15.9,62.2,1
9.2,86.8,0.655,0.356,57.4,3.7,47.1,1
9.2,25.2,0.459,0.092,60.9,13.3,74.3,0
1.3,78.5,0.454,0.55,51.5,4.0,225.9,0
30.3,52.3,0.689,0.46,49.9,19.1,34.7,1
32.7,40.8,0.602,0.369,49.7,9.3,73.0,0
99.6,144.8,1.212,0.754,64.6,31.3,109.4,3
1.2,35.9,0.373,0.255,54.0,27.1,72.3,0
7.3,54.0,0.452,0.52,51.9,19.0,65.3,0
19.9,65.9,0.623,0.273,51.3,5.5,119.0,0
69.3,111.1,0.859,0.565,68.5,12.2,49.4,3
103.0,134.1,1.132,0.71,64.8,32.3,36.5,3
1.1,76.9,0.643,0.476,47.4,52.0,227.4,0
0.6,58.6,0.705,0.405,59.6,7.3,52.1,1
30.4,53.2,0.478,0.338,61.3,14.5,225.4,0
14.4,36.7,0.556,0.37,44.5,8.1,60.3,0
17.8,22.0,0.382,0.155,44.2,5.7,46.5,0
18.4,23.7,0.46,0.258,46.1,6.7,40.6,0
2.8,31.8,0.435,0.341,52.2,11.1,57.8,0
27.0,95.0,0.64,0.515,65.7,3.6,214.1,0
30.2,43.3,0.597,0.347,68.4,25.2,221.8,0
0.1,60.4,0.438,0.432,58.0,9.2,51.6,0
2.1,42.6,0.488,0.185,67.6,13.8,49.6,0
35.4,49.5,0.539,0.22,59.3,15.2,111.4,0
4.6,40.6,0.434,0.348,61.6,9.6,229.8,0
117.4,152.1,1.019,0.71,66.2,12.9,75.7,3
20.8,35.6,0.46,0.268,42.9,7.4,53.9,0
0.8,57.8,0.493,0.453,49.7,22.7,55.5,0
68.7,142.2,0.773,0.638,62.0,6.7,113.2,2
20.8,45.8,0.653,0.139,76.0,19.6,21.9,0
13.9,23.1,0.275,0.418,54.2,20.0,79.8,0
20.7,97.2,0.561,0.663,47.2,7.3,120.5,0
0.8,5.6,0.413,0.309,59.8,8.0,55.6,0
16.6,60.3,0.552,0.311,48.6,15.1,56.2,0
5.1,18.2,0.319,0.243,54.0,13.7,124.8,0
15.5,23.7,0.391,0.157,61.5,23.4,72.9,0
9.7,29.1,0.552,0.287,46.1,20.2,31.0,0
19.6,54.2,0.503,0.357,67.3,6.7,70.4,0
11.8,22.4,0.473,0.169,62.9,27.0,49.6,0
8.9,15.4,0.239,0.285,56.3,8.2,121.3,0
4.3,7.2,0.377,0.184,66.7,3.4,43.5,0
0.9,114.3,0.766,0.775,49.1,2.4,220.5,1
0.5,47.4,0.632,0.37,58.4,18.1,50.7,0
2.3,16.5,0.138,0.014,54.6,43.9,219.5,0
32.9,81.8,0.683,0.332,52.2,7.0,38.3,1
3.9,38.3,0.571,0.516,47.8,2.2,126.0,0
7.1,69.2,0.683,0.414,69.4,17.2,63.4,0
7.2,34.2,0.448,0.333,61.6,4.7,41.8,0
9.9,81.5,0.668,0.494,60.7,21.4,44.8,1
27.6,44.2,0.572,0.478,51.4,10.8,34.1,0
11.6,51.8,0.513,0.208,59.5,6.4,42.2,0
39.0,107.0,0.864,0.711,55.3,11.8,55.0,2
2.3,44.3,0.545,0.464,66.0,30.8,41.6,0
35.3,176.5,0.892,0.859,67.3,3.6,235.3,2
61.8,122.9,0.818,0.69,69.2,24.7,148.4,3
16.4,64.6,0.552,0.395,61.2,23.9,67.4,0
3.5,26.8,0.415,0.131,51.9,8.0,26.8,0
28.1,69.1,0.557,0.498,60.4,19.0,230.2,0
16.7,105.7,0.753,0.609,67.0,15.1,115.7,1
23.4,43.7,0.465,0.372,59.5,24.0,45.3,0
40.1,52.6,0.729,0.426,51.7,11.9,21.0,1
10.5,31.0,0.435,0.245,63.7,3.5,80.7,0
8.5,27.8,0.574,0.422,47.9,28.0,40.0,0
136.5,190.6,1.445,0.914,73.6,12.9,66.9,3
28.5,157.2,0.908,0.834,52.8,9.1,65.0,3
46.8,52.0,0.5,0.356,38.6,11.4,142.0,0
37.9,73.2,0.63,0.556,59.5,27.1,61.8,1
47.4,58.1,0.648,0.413,77.0,41.6,59.3,1
24.2,69.6,0.691,0.44,58.4,9.6,69.0,1
42.3,92.5,0.672,0.644,82.5,10.8,221.5,1
7.1,26.6,0.335,0.127,51.9,14.2,123.6,0
0.8,56.3,0.647,0.371,53.9,4.7,125.4,0
4.8,20.9,0.362,0.205,51.9,17.2,50.3,0
14.1,30.1,0.515,0.33,54.7,17.8,60.8,0
12.0,25.4,0.435,0.306,56.9,14.7,38.3,0
16.8,37.5,0.481,0.323,66.8,4.1,56.2,0
6.6,38.7,0.473,0.264,46.3,38.6,161.6,0
0.2,29.0,0.575,0.289,52.1,18.0,36.5,0
10.2,48.5,0.56,0.396,58.6,35.3,38.7,0
1.8,54.9,0.475,0.375,62.5,3.9,83.8,0
16.0,54.8,0.633,0.49,37.3,6.1,152.3,0
25.4,137.1,0.862,0.762,44.9,7.7,225.0,1
9.9,44.2,0.507,0.352,53.9,40.1,76.9,0
3.1,67.0,0.669,0.226,61.5,13.5,76.5,0
17.8,22.0,0.462,0.245,51.0,12.1,40.0,0
142.5,180.8,1.506,0.932,80.2,8.1,64.6,3
28.5,57.0,0.598,0.374,72.4,10.0,38.5,1
30.6,56.6,0.704,0.425,57.0,11.5,38.1,1
8.6,96.2,0.758,0.53,51.6,15.0,58.6,1
5.4,150.8,0.988,0.781,56.6,40.3,50.0,2
47.5,101.0,0.759,0.695,61.0,32.5,75.0,2
0.0,2.8,0.241,0.262,54.0,9.4,124.3,0
6.3,24.6,0.362,0.158,51.6,5.4,220.1,0
74.3,79.7,0.621,0.337,61.8,13.0,151.7,1
14.9,52.3,0.495,0.421,46.4,13.2,54.4,0
1.1,48.9,0.406,0.473,57.1,17.6,231.3,0
26.2,29.8,0.481,0.145,47.9,1.6,223.6,0
10.0,110.1,0.79,0.585,47.1,9.9,53.1,1
0.6,8.6,0.354,0.427,42.5,10.0,41.6,0
21.4,67.2,0.484,0.414,52.8,10.3,121.6,0
18.1,116.5,0.975,0.855,55.1,40.7,52.6,2
17.0,55.0,0.662,0.318,45.9,11.3,53.7,0
28.1,43.1,0.627,0.287,54.4,13.0,74.4,0
2.8,16.7,0.189,0.181,53.7,36.8,151.1,0
23.7,62.7,0.536,0.306,43.2,31.0,222.5,0
19.6,83.6,0.548,0.349,49.1,27.9,142.5,0
46.6,91.0,0.821,0.51,73.9,16.4,67.7,2
6.2,19.8,0.44,0.269,47.3,8.4,29.3,0
54.2,82.0,0.727,0.431,66.3,7.7,145.5,1
37.3,48.9,0.448,0.325,53.9,24.9,148.1,0
14.2,25.6,0.331,0.409,55.9,35.3,69.3,0
17.0,27.6,0.383,0.374,48.3,18.4,63.8,0
16.4,38.5,0.465,0.305,39.4,5.1,144.7,0
34.9,65.7,0.621,0.471,54.1,15.0,41.8,1
11.8,46.1,0.476,0.21,57.4,27.0,158.5,0
46.5,88.8,0.655,0.546,64.9,7.8,59.6,1
26.7,41.2,0.478,0.333,57.4,7.0,121.4,0
94.2,125.6,1.11,0.63,60.9,21.4,49.8,3
6.8,42.0,0.521,0.345,60.5,18.1,53.5,0
31.8,113.2,0.862,0.604,51.3,17.7,59.6,2
1.9,5.7,0.366,0.084,47.0,28.7,55.9,0
13.1,18.9,0.355,0.404,46.3,12.1,58.8,0
28.3,79.5,0.724,0.571,53.1,9.0,229.2,0
33.7,89.7,0.723,0.49,55.0,23.5,126.7,1
10.7,62.1,0.584,0.26,56.1,46.0,77.0,0
51.1,102.1,0.871,0.352,49.4,10.6,62.4,2
61.4,190.3,1.28,1.0,58.1,22.8,63.9,3
6.9,81.0,0.526,0.476,46.7,31.5,82.6,0
13.6,18.2,0.344,0.319,57.6,15.6,159.3,0
12.0,36.3,0.664,0.234,56.3,5.0,74.6,0
8.6,31.6,0.59,0.274,45.1,15.6,69.6,0
58.1,86.7,0.753,0.49,65.2,20.0,50.5,1
57.5,77.5,0.774,0.5,60.8,12.6,74.8,1
12.5,21.3,0.372,0.27,60.3,10.1,73.7,0
31.6,67.4,0.634,0.356,51.9,5.0,111.9,0
46.0,131.6,0.888,0.602,64.1,8.9,54.6,2
21.7,41.1,0.471,0.331,62.4,8.4,48.6,0
11.4,53.4,0.49,0.227,54.4,6.3,58.5,0
6.2,35.7,0.612,0.243,69.8,11.3,58.9,0
34.6,85.6,0.676,0.495,61.5,25.8,52.7,1
2.2,29.2,0.535,0.328,66.5,7.2,50.1,0
11.7,28.3,0.396,0.424,74.1,33.4,65.3,0
9.4,30.0,0.33,0.252,40.1,16.9,163.3,0
2.0,85.0,0.714,0.51,61.5,55.8,28.9,1
14.9,48.0,0.399,0.197,58.5,20.6,75.7,0
13.3,45.4,0.517,0.385,56.1,3.4,151.3,0
4.5,85.5,0.599,0.427,47.4,29.2,151.0,0
56.1,149.3,0.918,0.727,53.9,4.5,142.4,2
34.8,40.8,0.467,0.38,49.1,4.0,44.9,0
17.3,80.1,0.858,0.535,72.6,24.9,32.0,1
40.1,74.6,0.584,0.336,62.3,43.9,210.5,0
49.3,142.8,0.938,0.801,49.0,44.4,116.0,3
58.4,62.3,0.737,0.416,52.9,18.2,54.1,1
6.7,46.0,0.375,0.471,36.9,9.7,148.2,0
40.1,93.3,0.855,0.67,67.9,13.3,64.8,2
13.4,36.7,0.441,0.466,54.5,12.1,111.5,0
20.9,80.8,0.449,0.362,59.4,14.1,225.2,0
7.2,71.1,0.53,0.49,53.2,6.7,114.6,0
16.4,46.2,0.415,0.216,62.2,13.4,71.3,0
40.6,68.5,0.667,0.561,55.3,10.1,47.8,1
14.6,83.7,0.508,0.632,56.7,6.4,218.4,0
4.7,43.3,0.413,0.435,54.9,33.8,52.6,0
81.2,131.3,1.001,0.647,55.7,21.7,71.8,3
6.4,44.8,0.5,0.401,47.2,17.8,63.3,0
0.9,37.6,0.571,0.275,49.7,13.3,54.3,0
8.1,35.9,0.571,0.319,55.9,6.7,55.4,0
47.1,100.2,0.8,0.557,70.6,14.7,63.3,2
5.8,18.9,0.433,0.073,53.8,41.2,61.7,0
3.0,7.2,0.148,0.135,51.8,17.9,159.6,0
18.8,50.9,0.564,0.58,57.5,11.9,131.1,0
71.9,166.5,1.147,0.813,62.2,19.6,66.6,3
27.2,65.8,0.725,0.448,56.2,10.6,28.2,1
2.2,27.6,0.349,0.285,64.5,8.9,131.0,0
106.0,128.2,0.951,0.636,67.2,30.3,110.8,3
24.0,44.8,0.516,0.355,57.9,14.5,33.6,0
42.9,43.1,0.637,0.309,53.7,20.4,129.1,0
1.4,85.9,0.687,0.305,62.3,12.8,61.6,1
91.6,110.2,0.747,0.675,59.4,25.7,106.7,2
10.4,43.0,0.506,0.491,53.1,9.3,141.9,0
1.1,25.0,0.328,0.171,60.0,10.0,121.3,0
21.4,36.8,0.493,0.284,48.5,39.5,214.8,0
42.8,130.8,0.986,0.818,65.8,4.4,27.6,3
31.4,40.8,0.631,0.268,40.6,22.3,63.8,0
30.9,85.5,0.811,0.544,48.2,15.8,44.9,2
28.7,34.0,0.581,0.7,55.8,11.8,45.9,1
19.4,47.4,0.634,0.419,74.4,7.5,57.1,0
1.3,79.8,0.724,0.493,53.4,28.0,37.4,0
13.1,33.0,0.4,0.386,55.4,42.3,54.6,0
11.0,61.6,0.49,0.487,62.9,10.4,31.6,0
58.6,77.5,0.664,0.419,52.7,22.3,28.4,2
47.2,70.4,0.683,0.295,35.3,21.2,149.6,0
9.3,70.2,0.371,0.503,67.4,20.3,123.3,0
36.7,88.3,0.727,0.586,62.7,6.0,61.1,1
15.5,110.9,0.755,0.58,50.9,26.8,78.9,1
0.9,20.7,0.5,0.408,52.6,3.0,57.5,0
32.6,76.2,0.656,0.603,65.6,20.3,69.3,1
3.7,38.1,0.397,0.396,51.6,30.2,119.1,0
3.7,48.3,0.626,0.341,53.7,8.5,62.7,0
6.6,80.3,0.586,0.301,69.3,14.4,149.8,0
33.4,49.6,0.539,0.355,47.4,23.1,59.4,0
47.8,89.8,0.717,0.36,63.8,12.6,48.6,1
46.9,134.0,0.863,0.483,49.7,8.3,227.0,1
6.2,40.6,0.356,0.395,65.5,20.0,217.7,0
4.8,65.3,0.559,0.537,55.1,5.2,49.4,0
33.3,35.6,0.635,0.141,51.8,3.5,57.8,0
6.4,42.2,0.462,0.319,41.0,13.8,110.0,0
14.2,35.2,0.435,0.314,51.5,11.0,51.5,0
36.3,87.2,0.598,0.489,59.3,21.7,121.1,1
17.6,59.9,0.504,0.286,64.1,15.2,215.8,0
23.9,37.2,0.445,0.443,47.1,47.3,58.2,0
13.6,19.7,0.382,0.134,47.6,29.3,42.8,0
43.3,175.8,0.94,0.681,55.0,17.7,210.8,2
47.4,92.7,0.682,0.413,53.4,28.7,228.2,0
28.7,73.1,0.481,0.504,52.5,33.1,151.2,0
47.6,63.4,0.668,0.4,52.1,34.0,79.2,1
135.3,159.3,1.15,0.723,77.0,12.2,37.3,3
35.7,123.6,0.848,0.703,53.9,8.3,214.3,2
16.1,51.1,0.595,0.407,54.7,36.3,41.9,0
24.5,114.8,0.836,0.414,58.4,15.1,51.2,1
52.1,97.5,0.828,0.602,49.3,17.1,129.0,2
10.2,85.6,0.817,0.615,58.4,18.6,58.4,1
9.2,11.2,0.424,0.212,55.1,12.0,146.2,0
24.0,38.9,0.324,0.308,57.5,39.1,160.1,0
15.7,50.2,0.43,0.544,53.5,17.2,146.2,0
4.8,30.8,0.338,0.235,50.6,24.8,152.0,0
20.3,71.5,0.691,0.44,55.7,10.6,58.4,1
62.0,68.1,0.583,0.472,62.7,13.9,151.6,0
27.8,34.1,0.345,0.316,47.0,7.7,214.3,0
3.4,52.9,0.468,0.359,65.1,22.6,49.8,0
32.4,105.1,0.824,0.592,51.6,13.8,54.2,2
12.3,36.1,0.518,0.46,54.5,23.1,78.0,0
101.1,198.7,1.133,1.0,77.5,26.0,151.0,3
29.9,61.2,0.557,0.409,54.0,7.3,63.3,0
8.0,31.0,0.28,0.222,55.2,11.5,47.0,0
34.8,52.8,0.367,0.317,40.0,6.9,50.7,0
21.9,36.6,0.476,0.406,39.7,7.0,153.8,0
56.8,114.8,0.898,0.478,60.9,7.6,66.2,2
9.1,21.9,0.432,0.48,55.0,7.2,43.3,0
29.8,40.0,0.623,0.331,65.6,9.4,119.9,0
1.3,15.3,0.21,0.115,58.6,53.0,69.1,0
19.4,51.0,0.354,0.393,42.4,11.2,66.5,0
3.2,37.0,0.344,0.25,62.7,23.6,85.2,0
21.2,76.6,0.479,0.437,45.9,20.1,36.3,0
26.4,55.3,0.531,0.257,63.1,17.7,41.1,0
28.7,34.3,0.488,0.29,53.0,26.9,151.6,0
9.1,31.1,0.437,0.109,75.2,16.0,118.0,0
20.0,52.4,0.545,0.328,50.5,7.3,225.6,0
50.7,67.6,0.602,0.365,59.5,20.3,220.5,0
78.7,120.9,0.9,0.6,65.9,24.8,54.8,3
20.8,21.5,0.379,0.194,53.4,6.1,54.9,0
52.0,80.7,0.712,0.493,52.3,18.0,142.9,1
5.4,90.0,0.569,0.606,70.5,24.9,27.5,0
11.1,82.2,0.325,0.528,48.9,13.5,146.6,0
23.3,59.4,0.629,0.525,50.6,43.8,47.3,1
15.8,49.3,0.559,0.325,53.7,9.0,51.1,0
14.0,61.6,0.724,0.446,55.8,11.1,57.1,1
47.2,57.6,0.649,0.434,54.1,20.7,111.9,0
4.2,70.7,0.635,0.556,60.3,8.9,53.8,1
4.9,100.3,0.607,0.5,54.0,8.8,216.6,0
2.4,30.9,0.309,0.37,52.5,30.1,145.5,0
24.0,60.1,0.528,0.334,60.3,11.8,122.0,0
12.2,68.3,0.652,0.391,47.2,25.4,126.2,0
43.1,58.3,0.677,0.372,54.2,7.8,24.9,1
21.9,119.7,0.864,0.681,55.3,11.5,156.7,2
8.9,139.0,0.897,0.617,60.9,10.4,78.2,2
7.2,58.1,0.483,0.318,51.2,11.0,46.1,0
14.8,118.6,0.867,0.578,51.8,6.4,159.2,1
3.3,12.1,0.47,0.231,35.7,9.6,31.0,0
48.2,89.2,0.759,0.439,54.2,15.2,76.4,1
11.5,14.0,0.419,0.258,40.6,3.1,74.7,0
1.7,23.7,0.464,0.239,41.1,8.4,32.3,0
57.2,79.6,0.683,0.546,64.1,21.0,60.8,1
15.0,32.2,0.445,0.309,81.0,8.0,45.3,0
32.2,41.1,0.345,0.496,58.7,16.6,222.8,0
9.0,59.5,0.489,0.42,56.1,7.3,146.0,0
58.9,72.8,0.699,0.35,55.3,15.0,216.2,0
5.9,56.4,0.624,0.378,44.6,2.1,57.0,0
12.2,42.7,0.555,0.346,70.4,18.4,49.8,0
57.6,100.7,0.802,0.486,54.8,11.4,226.1,1
7.6,26.6,0.397,0.419,37.2,23.3,49.2,0
24.6,54.8,0.463,0.363,57.9,12.3,61.9,0
28.3,176.0,1.078,0.799,53.1,10.5,46.6,3
49.6,91.4,0.704,0.548,64.7,10.1,147.4,1
22.7,120.7,0.908,0.563,68.2,9.6,52.9,2
16.1,110.1,0.848,0.69,57.5,9.0,36.4,2
45.1,52.1,0.628,0.449,61.0,9.0,150.0,0
27.8,121.7,0.62,0.66,61.7,8.6,149.5,1
13.4,43.6,0.378,0.401,75.8,41.4,150.6,0
59.9,82.4,0.685,0.452,79.8,14.3,140.8,1
30.0,40.8,0.574,0.202,54.3,4.0,40.1,0
69.6,76.7,0.922,0.446,70.7,6.0,60.8,2
8.7,58.0,0.441,0.358,67.7,41.9,108.5,0
49.4,56.1,0.558,0.213,65.4,13.5,47.5,0
1.7,52.8,0.434,0.288,51.7,4.8,147.6,0
44.8,56.7,0.436,0.287,55.2,26.9,237.4,0
3.2,29.3,0.25,0.198,53.3,7.5,224.0,0
22.1,55.8,0.535,0.514,46.4,13.6,124.6,0
29.2,41.8,0.56,0.387,63.8,15.4,145.2,0
13.7,21.8,0.414,0.351,65.3,5.7,76.2,0
18.3,41.7,0.45,0.386,51.8,8.4,21.4,0
4.5,22.1,0.385,0.362,49.1,20.0,56.0,0
40.6,60.7,0.429,0.416,50.1,32.2,223.0,0
23.4,76.7,0.657,0.611,59.5,22.4,211.5,0
5.8,88.4,0.816,0.409,52.8,15.9,54.4,1
24.3,46.4,0.354,0.352,44.3,10.3,120.9,0
25.1,78.4,0.697,0.389,79.3,18.4,48.4,1
19.3,37.5,0.422,0.436,40.9,20.3,53.0,0
0.1,16.8,0.37,0.282,40.5,29.7,69.7,0
11.5,34.7,0.457,0.42,61.4,12.6,58.9,0
40.1,113.2,0.711,0.489,63.7,52.6,72.1,1
30.8,35.7,0.623,0.263,51.2,25.0,35.1,0
29.9,33.8,0.483,0.149,50.6,12.7,48.8,0
23.2,135.8,0.805,0.735,59.4,27.6,159.6,1
44.5,56.6,0.605,0.359,62.1,11.6,83.6,1
8.6,35.2,0.328,0.383,47.8,7.9,151.4,0
6.4,26.3,0.309,0.284,61.0,2.9,217.9,0
85.0,181.0,1.034,0.684,70.2,44.5,54.8,3
7.5,80.0,0.439,0.338,63.9,9.5,53.9,0
2.7,10.6,0.264,0.228,52.0,19.3,55.0,0
13.4,47.4,0.465,0.404,60.6,24.3,72.8,0
20.0,62.4,0.442,0.221,53.4,10.4,49.6,0
44.7,96.8,0.733,0.545,63.5,12.4,60.1,1
11.5,13.5,0.336,0.141,56.7,3.1,45.4,0
11.4,15.3,0.38,0.139,60.6,5.9,54.6,0
18.1,73.3,0.596,0.403,59.1,4.3,220.7,0
9.2,15.7,0.538,0.252,38.4,47.4,54.4,0
1.8,43.5,0.492,0.284,47.3,10.8,113.5,0
3.1,11.6,0.266,0.046,53.2,7.4,58.0,0
56.1,60.3,0.706,0.422,64.7,11.6,54.6,2
36.4,48.0,0.68,0.333,64.4,14.2,69.6,1
17.4,46.8,0.437,0.276,59.2,7.2,38.3,0
30.7,70.8,0.553,0.425,51.3,20.3,55.6,0
37.4,81.9,0.578,0.464,65.3,25.5,56.1,0
8.0,68.9,0.558,0.449,46.8,11.3,48.8,0
51.1,63.6,0.65,0.402,70.3,10.3,113.1,0
31.2,89.2,0.863,0.538,67.6,10.8,52.0,2
21.8,53.9,0.653,0.383,55.4,6.6,40.7,0
46.6,83.5,0.744,0.575,54.3,12.6,85.8,1
32.3,190.4,1.156,1.0,51.6,21.7,59.4,3
30.5,80.7,0.73,0.489,48.1,36.1,48.3,1
5.1,29.5,0.377,0.238,45.4,15.9,220.2,0
38.7,59.3,0.632,0.279,56.8,21.7,221.6,0
27.6,57.2,0.575,0.458,51.9,12.4,72.6,0
6.2,11.4,0.384,0.143,40.1,25.7,55.4,0
22.0,63.7,0.511,0.636,51.7,7.7,152.0,0
